TAIR Accession	Locus	Gene Model	Gene Type	Description	Other Name(Type)	Keywords	Is full length cDNA
Gene:2128277	AT4G11260	AT4G11260.1	protein_coding	Functions in plant disease resistance signaling,  SCF(TIR1) mediated degradation of Aux/IAA proteins and HSP90 mediated degradation of R resistance proteins. AtSGT1a and AtSGT1b are functionally redundant in the resistance to pathogenes. AtSGT1b was more highly  expressed than AtSGT1. The N-terminal TPR domain of  AtSGT1a reduces the steady-state level of Arabidopsis SGT1  proteins whereas the same domain from AtSGT1b enhances  SGT1 accumulation. The TPR domain is dispensable for SGT1 resistance.	ATSGT1B; EDM1; ENHANCED DOWNY MILDEW 1; ENHANCER OF TIR1-1 AUXIN RESISTANCE 3; ETA3; RPR1; SGT1B	 cytosol, nucleus, seedling development stage, LP.02 two leaves visible stage, LP.04 four leaves visible stage, LP.06 six leaves visible stage, LP.08 eight leaves visible stage, LP.10 ten leaves visible stage, LP.12 twelve leaves visible stage, SCF ubiquitin ligase complex, auxin-activated signaling pathway, carpel, cauline leaf, collective leaf structure, cotyledon, cytoplasm, cytosol, defense response to fungus, embryo development ending in seed dormancy, flower, flower pedicel, flowering stage, guard cell, hypocotyl, inflorescence meristem, jasmonic acid mediated signaling pathway, leaf apex, leaf lamina base, mature plant embryo stage, negative regulation of seed germination, nucleus, petal, petal differentiation and expansion stage, petiole, plant embryo, plant embryo bilateral stage, plant embryo cotyledonary stage, plant embryo globular stage, plant sperm cell, pollen, protein binding, protein catabolic process, protein stabilization, regulation of defense response to fungus, incompatible interaction, regulation of protein stability, response to heat, root, rosette leaf, seed, seedling development stage, sepal, shoot apex, shoot system, stamen, stem, ubiquitin-dependent protein catabolic process, vascular leaf, vascular leaf senescent stage	true
Gene:6530297717	AT5G06780	AT5G06780.2	protein_coding	Emsy N Terminus (ENT)/ plant Tudor-like domains-containing protein;(source:Araport11)	ATEML2; EML2; EMSY-LIKE 2	 LP.02 two leaves visible stage, LP.04 four leaves visible stage, LP.06 six leaves visible stage, LP.08 eight leaves visible stage, LP.10 ten leaves visible stage, LP.12 twelve leaves visible stage, carpel, cauline leaf, collective leaf structure, cotyledon, defense response to fungus, flower, flower pedicel, flowering stage, guard cell, hypocotyl, inflorescence meristem, leaf apex, leaf lamina base, mature plant embryo stage, nucleus, petal, petal differentiation and expansion stage, petiole, plant embryo, plant embryo bilateral stage, plant embryo cotyledonary stage, plant embryo globular stage, pollen, protein binding, response to heat, root, seed, sepal, shoot apex, shoot system, stamen, stem, vascular leaf, vascular leaf senescent stage, vegetative to reproductive phase transition of meristem	true
Gene:6532560225	AT3G08970	AT3G08970.2	protein_coding	J domain protein localized in ER lumen. Can compensate for the growth defect in jem1 scj1 mutant yeast. Also shows similarity to HSP40 proteins and is induced by heat stress. At high temperatures, mutant alleles are not transmitted through the pollen due to defects in pollen tube growth.		 chloroplast, L mature pollen stage, M germinated pollen stage, carpel, cellular response to heat, chloroplast, collective leaf structure, endoplasmic reticulum lumen, flower, flower pedicel, flowering stage, guard cell, oxidoreductase activity, petal differentiation and expansion stage, plant embryo, plant embryo globular stage, plant sperm cell, plasmodesma, pollen, pollen tube cell, pollen tube growth, response to heat, root, sepal, stamen, stem, vascular leaf	true
Gene:2116331	AT4G26840	AT4G26840.1	protein_coding	Encodes a small ubiquitin-like modifier (SUMO) polypeptide that becomes covalently attached to various intracellular protein targets, much like ubiquitination, leading to post-translational modification of those targets.	ARABIDOPSIS THALIANA SMALL UBIQUITIN-LIKE MODIFIER 1; ATSUMO1; SMALL UBIQUITIN-LIKE MODIFIER 1; SUM1; SUMO 1; SUMO1	 cytoplasm, cytosol, L mature pollen stage, LP.02 two leaves visible stage, LP.04 four leaves visible stage, LP.06 six leaves visible stage, LP.08 eight leaves visible stage, LP.10 ten leaves visible stage, LP.12 twelve leaves visible stage, M germinated pollen stage, carpel, cauline leaf, collective leaf structure, cotyledon, cytoplasm, cytosol, flower, flower pedicel, flowering stage, fruit, guard cell, heat acclimation, hypocotyl, inflorescence meristem, leaf apex, leaf lamina base, mature plant embryo stage, negative regulation of DNA-binding transcription factor activity, nucleus, petal, petal differentiation and expansion stage, petiole, plant embryo, plant embryo bilateral stage, plant embryo cotyledonary stage, plant embryo globular stage, plant sperm cell, pollen, pollen tube cell, protein binding, protein sumoylation, protein tag, response to heat, root, rosette leaf, seed, sepal, shoot apex, shoot system, stamen, stem, ubiquitin-like protein ligase binding, vascular leaf, vascular leaf senescent stage, whole plant	true
Gene:6532549507	AT3G03773	AT3G03773.3	protein_coding	Encodes one of two isoforms of a co-chaperone of HSP90 that is required for root growth, in particular in the maintenance of the root meristem.  It can be phosphorylated in vitro by human and maize CK2.		 nucleus, Hsp90 protein binding, chaperone binding, chaperone cofactor-dependent protein refolding, chaperone complex, chaperone-mediated protein complex assembly, chloroplast, cytoplasm, cytosol, guard cell, negative regulation of cytokinin-activated signaling pathway, nucleus, positive regulation of gene expression, protein folding, regulation of auxin polar transport, response to heat, root meristem growth	true
Gene:2014409	AT1G54050	AT1G54050.1	protein_coding	HSP20-like chaperones superfamily protein;(source:Araport11)	HSP17.4B	 cytoplasm, LP.02 two leaves visible stage, LP.04 four leaves visible stage, LP.06 six leaves visible stage, LP.08 eight leaves visible stage, LP.10 ten leaves visible stage, LP.12 twelve leaves visible stage, M germinated pollen stage, carpel, cauline leaf, cellular response to hypoxia, collective leaf structure, cotyledon, cytoplasm, flower, flower pedicel, flowering stage, guard cell, hypocotyl, leaf apex, leaf lamina base, mature plant embryo stage, petal, petal differentiation and expansion stage, petiole, plant embryo, plant embryo bilateral stage, plant embryo cotyledonary stage, plant embryo globular stage, plant sperm cell, pollen, pollen tube cell, protein complex oligomerization, protein folding, protein self-association, response to heat, response to hydrogen peroxide, response to reactive oxygen species, response to salt stress, root, seed, sepal, shoot apex, shoot system, stamen, stem, unfolded protein binding, vascular leaf, vascular leaf senescent stage	true
Gene:2075255	AT3G46230	AT3G46230.1	protein_coding	Member of the class I small heat-shock protein (sHSP) family, which accounts for the majority of sHSPs in maturing seeds.Induced by heat, cold, salt, drought and high-light.	ARABIDOPSIS THALIANA HEAT SHOCK PROTEIN 17.4; ATHSP17.4; HEAT SHOCK PROTEIN 17.4; HSP17.4	 cytoplasm, seed, LP.04 four leaves visible stage, M germinated pollen stage, carpel, cellular response to hypoxia, collective leaf structure, cytoplasm, flower, flower pedicel, flowering stage, guard cell, petal, petal differentiation and expansion stage, plant embryo, plant embryo globular stage, plant sperm cell, pollen, pollen tube cell, protein binding, protein complex oligomerization, protein folding, protein self-association, response to abiotic stimulus, response to heat, response to hydrogen peroxide, response to reactive oxygen species, response to salt stress, root, seed, sepal, stamen, stem, unfolded protein binding, vascular leaf	true
Gene:2116341	AT4G26850	AT4G26850.1	protein_coding	Encodes a novel protein involved in ascorbate biosynthesis, which was shown to catalyze the transfer of GMP from GDP-galactose to a variety of hexose-1-phosphate acceptors. Recessive mutation has a reduced amount of vitamin C, lower level of non-photochemical quenching, and reduced rate of conversion of violaxanthin to zeaxanthin in high light.	GDP-L-GALACTOSE PHOSPHORYLASE; GGP; VITAMIN C DEFECTIVE 2; VTC2	 nucleus, GDP-D-glucose phosphorylase activity, GDP-L-galactose phosphorylase activity, GDP-galactose:glucose-1-phosphate guanylyltransferase activity, GDP-galactose:mannose-1-phosphate guanylyltransferase activity, GDP-galactose:myoinositol-1-phosphate guanylyltransferase activity, L mature pollen stage, L-ascorbic acid biosynthetic process, LP.02 two leaves visible stage, LP.04 four leaves visible stage, LP.06 six leaves visible stage, LP.08 eight leaves visible stage, LP.10 ten leaves visible stage, LP.12 twelve leaves visible stage, M germinated pollen stage, carpel, cauline leaf, collective leaf structure, cotyledon, cytoplasm, defense response by callose deposition in cell wall, defense response to bacterium, flower, flower pedicel, flowering stage, galactose-1-phosphate guanylyltransferase (GDP) activity, glucose metabolic process, glucose-1-phosphate guanylyltransferase (GDP) activity, guard cell, hypocotyl, inflorescence meristem, leaf apex, leaf lamina base, mannose-1-phosphate guanylyltransferase (GDP) activity, mature plant embryo stage, nucleus, petal, petal differentiation and expansion stage, petiole, plant embryo, plant embryo bilateral stage, plant embryo cotyledonary stage, plant embryo globular stage, pollen, pollen tube cell, quercetin 4'-O-glucosyltransferase activity, response to heat, response to jasmonic acid, root, seed, sepal, shoot apex, shoot system, stamen, stem, vascular leaf, vascular leaf senescent stage	true
Gene:2158082	AT5G67030	AT5G67030.1	protein_coding	Encodes a single copy zeaxanthin epoxidase gene that functions in first step of the biosynthesis of the abiotic stress hormone abscisic acid (ABA). Mutants in this gene are unable to express female sterility in response to beta-aminobutyric acid, as wild type plants do.	ABA DEFICIENT 1; ABA1; ARABIDOPSIS THALIANA ABA DEFICIENT 1; ARABIDOPSIS THALIANA ZEAXANTHIN EPOXIDASE; ATABA1; ATZEP; IBS3; IMPAIRED IN BABA-INDUCED STERILITY 3; LOS6; LOW EXPRESSION OF OSMOTIC STRESS-RESPONSIVE GENES 6; NON-PHOTOCHEMICAL QUENCHING 2; NPQ2; ZEAXANTHIN EPOXIDASE; ZEP	 chloroplast, chloroplast envelope, FAD binding, LP.02 two leaves visible stage, LP.04 four leaves visible stage, LP.06 six leaves visible stage, LP.08 eight leaves visible stage, LP.10 ten leaves visible stage, LP.12 twelve leaves visible stage, abscisic acid biosynthetic process, carpel, cauline leaf, chloroplast, chloroplast envelope, collective leaf structure, cotyledon, flower, flower pedicel, flowering stage, guard cell, hypocotyl, inflorescence meristem, leaf apex, leaf lamina base, mature plant embryo stage, membrane, petal, petal differentiation and expansion stage, petiole, plant embryo, plant embryo bilateral stage, plant embryo cotyledonary stage, plant embryo globular stage, plastid, pollen, response to heat, response to osmotic stress, response to red light, response to water deprivation, root, rosette leaf, seed, sepal, shoot apex, shoot system, stamen, stem, sugar mediated signaling pathway, vascular leaf, vascular leaf senescent stage, xanthophyll biosynthetic process, zeaxanthin epoxidase [overall] activity	true
Gene:1009022301	AT5G05410	AT5G05410.2	protein_coding	Encodes a transcription factor that specifically binds to DRE/CRT cis elements (responsive to drought and low-temperature stress).  Belongs to the DREB subfamily A-2 of ERF/AP2 transcription factor family (DREB2A). There are eight members in this subfamily including DREB2B.  The protein contains one AP2 domain. Overexpression of transcriptional activation domain of DREB2A resulted in significant drought stress tolerance but only slight freezing tolerance in transgenic Arabidopsis plants. Microarray and RNA gel blot analyses revealed that DREB2A regulates expression of many water stress-inducible genes. The mRNA is cell-to-cell mobile.	DEHYDRATION-RESPONSIVE ELEMENT BINDING PROTEIN 2; DRE-BINDING PROTEIN 2A; DREB2; DREB2A	 nucleus, DNA-binding transcription factor activity, LP.02 two leaves visible stage, LP.04 four leaves visible stage, LP.06 six leaves visible stage, LP.08 eight leaves visible stage, LP.10 ten leaves visible stage, LP.12 twelve leaves visible stage, M germinated pollen stage, carpel, cauline leaf, cell-to-cell mobile RNA, cellular response to hypoxia, collective leaf structure, cotyledon, flower, flower pedicel, flowering stage, guard cell, heat acclimation, hypocotyl, inflorescence meristem, leaf apex, leaf lamina base, mature plant embryo stage, nucleus, petal, petal differentiation and expansion stage, petiole, plant embryo, plant embryo bilateral stage, plant embryo cotyledonary stage, plant embryo globular stage, plant sperm cell, pollen, pollen tube cell, positive regulation of transcription, DNA-templated, protein binding, regulation of transcription, DNA-templated, response to UV-B, response to heat, response to hydrogen peroxide, response to stress, response to water deprivation, root, seed, sepal, sequence-specific DNA binding, shoot apex, shoot system, stamen, stem, transcription regulatory region DNA binding, transcription regulatory region sequence-specific DNA binding, vascular leaf, vascular leaf senescent stage	true
